"NPS","Comentario","Insight","Categoria"
"1","Me cobraron 0.20 euros por consultar el saldo en un cajero de otra entidad. En la era del banco digital cobrar por consultar tu propio saldo es completamente anacrónico. Además no me lo informaron al contratar la cuenta. Una comisión pequeña pero muy reveladora de la cultura del banco.","Comisión por consulta de saldo en cajero ajeno anacrónica y no informada al contratar","Pricing"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"4","El sistema de cita previa online falla constantemente. A veces te confirma la cita pero no aparece en el sistema cuando llegas. He llegado con cita reservada tres veces y me han dicho que no constaba. Un sistema de gestión de citas completamente poco fiable.","Sistema de cita previa con fallos que invalidan reservas confirmadas","Canales"
"3","Las alertas de seguridad están desactivadas por defecto y no es fácil encontrar cómo activarlas. Cuando tuve un cargo fraudulento me enteré días después al revisar el extracto. Un banco que apuesta por la seguridad debería tener estas alertas activadas por defecto.","Alertas de seguridad desactivadas por defecto con difícil configuración","Canales"
"10","La tarjeta de crédito no tiene cuota anual y tampoco cobra por operaciones en moneda extranjera. En mis seis viajes de este año no he pagado un solo euro en comisiones por cambio de divisa. Para alguien que viaja habitualmente es una tarjeta con un precio imbatible.","Tarjeta sin comisión anual ni por divisa ideal para clientes viajeros frecuentes","Pricing"
"8","Cuando el banco me llama para ofrecerme algo siempre es algo que realmente me puede interesar según mi perfil. Nunca me han ofrecido algo completamente fuera de lugar. Se nota que hay un trabajo de segmentación detrás. Es una comercialización inteligente que no molesta.","Comercialización segmentada y relevante que el cliente valora positivamente","Personal"
"3","El tipo de interés del crédito al consumo es del 16% TAE para un cliente sin incidencias. La competencia ofrece la mitad. Cuando lo intenté negociar me dijeron que era tarifa fija sin excepciones. Para financiación de consumo este banco no es una opción válida.","Tipo de interés en crédito al consumo muy elevado sin posibilidad de negociación","Pricing"
"9","El depósito a plazo fijo al 3% TAE a doce meses me ofrece certeza total sobre la rentabilidad. No hay letra pequeña, no hay vinculaciones, no hay condiciones. El importe mínimo es asequible y la renovación automática es opcional. Exactamente lo que espero de un producto de ahorro.","Satisfacción con transparencia y condiciones claras del depósito a plazo","Productos"
"3","La web no está adaptada para móvil. Los botones son minúsculos y se superponen unos sobre otros. Los PDFs de los extractos no se abren desde el navegador del móvil. Si no tengo ordenador cerca es prácticamente imposible hacer ciertas gestiones.","Web bancaria no adaptada para uso en dispositivos móviles","Canales"
"1","Me notificaron por carta que subían las comisiones de mantenimiento un 60% con solo diez días de preaviso. Sin posibilidad de negociación. Un cambio unilateral de condiciones que vulnera la confianza del cliente y me obliga a buscar alternativas urgentemente.","Subida unilateral de comisiones con preaviso mínimo sin posibilidad de negociación","Pricing"
"1","El seguro de vida vinculado a la hipoteca tiene unas condiciones abusivas. Me cobran 120 euros al mes por una cobertura que apenas protege el 50% de la deuda. Cuando quise cancelarlo me dijeron que tenía penalización de tres años de primas. Me siento completamente atrapado.","Seguro de vida vinculado a hipoteca con condiciones abusivas y cancelación penalizada","Productos"
"4","Cada vez que voy a la oficina o llamo me atiende una persona diferente y nadie conoce mi historial. Tengo que repetir siempre la misma información desde cero. Esta descoordinación interna hace la relación con el banco completamente impersonal y frustrante.","Descoordinación interna que obliga al cliente a repetir información en cada contacto","Personal"
"8","La cuenta nómina tiene condiciones muy buenas: sin comisiones, transferencias gratuitas y descuentos en seguros. Tardé diez minutos en abrirla completamente online. El único punto negativo es que el seguro de accidentes tiene una cobertura algo limitada pero en general es un excelente producto.","Satisfacción con cuenta nómina digital con proceso de apertura ágil","Productos"
"7","Por tener la nómina y los recibos domiciliados recibo una bonificación de 150 euros al año. La condición es fácil de cumplir y la bonificación llega puntualmente cada semestre. Una forma honesta y simple de premiar la vinculación del cliente.","Bonificación por vinculación sencilla que el banco aplica con puntualidad","Pricing"
"4","En los últimos dos años he tenido cuatro gestores diferentes asignados. Cada cambio implica explicar toda mi situación desde cero porque nadie traspasa correctamente el histórico. Esta rotación constante hace imposible construir una relación bancaria de confianza.","Alta rotación de gestores que impide continuidad y relación de confianza","Personal"
"9","Cuando el banco me llama para ofrecerme algo siempre es algo que realmente me puede interesar según mi perfil. Nunca me han ofrecido algo completamente fuera de lugar. Se nota que hay un trabajo de segmentación detrás. Es una comercialización inteligente que no molesta.","Comercialización segmentada y relevante que el cliente valora positivamente","Personal"
"3","El plan de pensiones que me vendieron tiene unas comisiones de gestión del 2.2% anual. Con esa carga es casi imposible obtener rentabilidad real. Además solo tienen tres perfiles de inversión sin posibilidad de personalización. La oferta de planes del banco es claramente mejorable.","Comisiones altas y escasa variedad en plan de pensiones del banco","Productos"
"9","Mi gestor personal se adelanta siempre a mis necesidades. Antes de que yo lo piense me llama para ofrecerme soluciones. Llevo cinco años con él y ha gestionado perfectamente momentos complejos como la compra de mi casa o la planificación de mi jubilación. Un profesional excepcional.","Gestor proactivo que anticipa necesidades del cliente con relación de largo plazo","Personal"
"3","El plan de pensiones que me vendieron tiene unas comisiones de gestión del 2.2% anual. Con esa carga es casi imposible obtener rentabilidad real. Además solo tienen dos perfiles de inversión sin posibilidad de personalización. La oferta de planes del banco es claramente mejorable.","Comisiones altas y escasa variedad en plan de pensiones del banco","Productos"
"8","La cita previa online se puede reservar a cualquier hora del día. En dos minutos tienes confirmación por email y SMS con todos los detalles. El día de la cita el tiempo de espera fue de menos de tres minutos. Un sistema que respeta el tiempo del cliente.","Sistema de cita previa digital eficiente con tiempos de espera mínimos","Canales"
"1","El asesor comercial me presionó para contratar un producto de inversión que no necesitaba sin explicarme los riesgos. Fue evasivo con mis preguntas. Meses después el producto acumulaba pérdidas significativas. Cuando reclamé me dijo que yo había firmado el contrato. Una mala praxis comercial inaceptable.","Venta agresiva de producto inadecuado sin transparencia sobre riesgos reales","Personal"
"7","El asesor de banca privada tiene buenos conocimientos de mercados y fiscalidad. Las reuniones son productivas aunque a veces me parece que intenta vender productos de la propia gestora del banco antes que opciones de terceros. En general el asesoramiento es de calidad.","Buen asesoramiento en banca privada con posible sesgo hacia productos propios","Personal"
"1","El asesor me recomendó un fondo de inversión con un perfil de riesgo muy superior al mío sin advertirme. Cuando perdí dinero significativo me presentó el contrato que yo había firmado como única respuesta. Un asesoramiento irresponsable que incumple claramente la normativa MiFID.","Asesoramiento que incumple normativa MiFID al no ajustarse al perfil de riesgo del cliente","Personal"
"5","Después de la última actualización la app tardó tres días en funcionar con normalidad. Hubo transacciones que no se procesaron correctamente y tuve que ir a la oficina a resolverlas. Las actualizaciones deberían probarse antes de lanzarlas masivamente a los clientes.","Actualización de app que causó fallos en transacciones y requirió visita a sucursal","Canales"
